geometry_id,system,split,sample_kind,region,charge,multiplicity,qm_method,qm_basis,qm_energy_hartree,qm_energy_eV,s2,wall_seconds,status,error
h3_grid_0049,h3,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-1.6635490769907124,-45.2674764731511,,0.47115529999427963,ok,
h3_grid_0050,h3,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6481657534007557,-44.84887491319777,,0.5150708000001032,ok,
h3_grid_0051,h3,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6270911619491926,-44.27540606523289,,0.5053346999920905,ok,
h3_grid_0052,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6057215907183335,-43.693910408558835,,0.5020124000002397,ok,
h3_grid_0053,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.587252716026647,-43.191346725794595,,0.5018068000063067,ok,
h3_grid_0054,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5733454557778859,-42.81291089554208,,0.4597152000060305,ok,
h3_grid_0055,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5639311593085854,-42.55673483808171,,0.4913863000110723,ok,
h3_grid_0056,h3,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-1.664376691051897,-45.2899969990326,,0.5422488999902271,ok,
h3_grid_0057,h3,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-1.6645327127904623,-45.29424256682348,,0.5475437999994028,ok,
h3_grid_0058,h3,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.647972744428506,-44.84362287150494,,0.5813689000060549,ok,
h3_grid_0059,h3,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.625405583624798,-44.22953914239992,,0.5415963999985252,ok,
h3_grid_0060,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6019844312904692,-43.59221711990438,,0.5298729000060121,ok,
h3_grid_0061,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5807589354830751,-43.01464195522678,,0.5881106000015279,ok,
h3_grid_0062,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5639311593086134,-42.55673483808247,,0.5571490000002086,ok,
h3_grid_0063,h3,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5520672554412902,-42.233901567563464,,0.48733080000965856,ok,
h3_jitter_0000,h3,train,jitter,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-1.6648268695201485,-45.30224697921182,,0.4915921000065282,ok,
h3_jitter_0001,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.638305278523292,-44.58055772273825,,0.48755429999437183,ok,
h3_jitter_0002,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6176597178959957,-44.01876339824393,,0.4973275000083959,ok,
h3_jitter_0003,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6033644612093663,-43.62976964705851,,0.4894301999884192,ok,
h3_jitter_0004,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.608712928593878,-43.775308858882525,,0.533422900000005,ok,
h3_jitter_0005,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5894602267019342,-43.25141615142198,,0.5098504000052344,ok,
h3_jitter_0006,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.5661387417614403,-42.616806216876206,,0.5237945000117179,ok,
h3_jitter_0007,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6606739087837579,-45.18923916054948,,0.5118336000014096,ok,
h3_jitter_0008,h3,train,jitter,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-1.6662568348922566,-45.34115831927065,,0.47903680001036264,ok,
h3_jitter_0009,h3,train,jitter,product_like,0,2,wb97x-d,jun-cc-pvdz,-1.6635233669153653,-45.266776866360416,,0.4686768000101438,ok,
h3_jitter_0010,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6523463365982733,-44.96263437731891,,0.4750904999964405,ok,
h3_jitter_0011,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6272836082257476,-44.28064279519583,,0.4767581999913091,ok,
h3_jitter_0012,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.652676595982672,-44.97162119298914,,0.47149340000760276,ok,
h3_jitter_0013,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6428855437790693,-44.70519308972228,,0.5283169000031194,ok,
h3_jitter_0014,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6350048557608767,-44.49074864417511,,0.5079428000026383,ok,
h3_jitter_0015,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6047337887792916,-43.667030948461026,,0.47258860000874847,ok,
h3_jitter_0016,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6347186190757612,-44.48295974717866,,0.4646752000116976,ok,
h3_jitter_0017,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6135684837678244,-43.90743524615949,,0.5123461999901338,ok,
h3_jitter_0018,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6344243082910903,-44.47495114274062,,0.4783190000016475,ok,
h3_jitter_0019,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6636670704194854,-45.27068723791593,,0.47442439998849295,ok,
h3_jitter_0020,h3,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-1.6284680270521867,-44.312872473359086,,0.49854830000549555,ok,
h3_jitter_0021,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6533944872131658,-44.99115600854472,,0.4880301000084728,ok,
h3_jitter_0022,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6593683296022284,-45.15371254116616,,0.4870197999989614,ok,
h3_jitter_0023,h3,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-1.6447670984227842,-44.75639279987534,,0.4721401999995578,ok,
water_reactant_reference_0000,water,train,reactant_reference,reactant_reference,0,2,wb97x-d,jun-cc-pvdz,-152.10982603389806,-4139.1192280184405,,0.8363898999959929,ok,
water_product_reference_0000,water,train,product_reference,product_reference,0,2,wb97x-d,jun-cc-pvdz,-152.10982603390445,-4139.119228018615,,0.9426546999893617,ok,
water_grid_0004,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.07199958540585,-4138.089917918205,,1.1925869999977294,ok,
water_grid_0005,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.0846102199152,-4138.433070764646,,1.2150170000095386,ok,
water_grid_0006,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.09245641875884,-4138.646576711943,,1.1229898000019602,ok,
water_grid_0007,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.0972131469129,-4138.776013879011,,1.1165802000032272,ok,
water_grid_0010,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.07312713461957,-4138.120600095372,,1.2580379999999423,ok,
water_grid_0011,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0850233535785,-4138.44431270433,,1.1979229999997187,ok,
water_grid_0012,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.0886424051452,-4138.5427921143555,,1.268748799993773,ok,
water_grid_0013,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.09734075584814,-4138.779486295036,,1.1767242000059923,ok,
water_grid_0014,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.1029145596908,-4138.931157224258,,1.1178011000010883,ok,
water_grid_0015,water,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.1062700845444,-4139.022465707108,,1.1639843999873847,ok,
water_grid_0017,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0731271346688,-4138.12060009671,,1.2831059000018286,ok,
water_grid_0018,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.08342349256392,-4138.400778268322,,1.1682434000103967,ok,
water_grid_0019,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0857836145996,-4138.465000460622,,1.1782671000109985,ok,
water_grid_0020,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.08221895061152,-4138.368001012006,,1.2171484999998938,ok,
water_grid_0021,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.08737060962932,-4138.508184795347,,1.1824979999946663,ok,
water_grid_0022,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.09093405345865,-4138.605151041753,,1.1950111000041943,ok,
water_grid_0023,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.09301639923044,-4138.661814556846,,1.2261361999990186,ok,
water_grid_0025,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0850233537063,-4138.4443127078075,,1.1873172000050545,ok,
water_grid_0026,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.08578361462077,-4138.4650004611985,,1.2305343999905745,ok,
water_grid_0027,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.07052496279215,-4138.0497913926965,,1.0028269000031287,ok,
water_grid_0028,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0667965849214,-4137.948337062385,,1.3233271000062814,ok,
water_grid_0029,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.06828036294834,-4137.98871271938,,1.3156374000100186,ok,
water_grid_0030,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.07009610176803,-4138.038121489723,,1.1987828999990597,ok,
water_grid_0031,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.07105136010128,-4138.064115393195,,1.1937618000083603,ok,
water_grid_0032,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.0719995854424,-4138.0899179192,,1.1842025000078138,ok,
water_grid_0033,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.0886424051742,-4138.542792115144,,1.2321951999911107,ok,
water_grid_0034,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.08221895062394,-4138.3680010123435,,1.263556099991547,ok,
water_grid_0035,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.06679658497413,-4137.94833706382,,1.3253885000012815,ok,
water_grid_0036,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0510619063556,-4137.5201746464745,,1.0600885999883758,ok,
water_grid_0037,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.04628238817494,-4137.390117331191,,1.5401182000059634,ok,
water_grid_0038,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0465873815909,-4137.398416624836,,1.3572901000006823,ok,
water_grid_0039,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0465674366729,-4137.397873895968,,1.2539087000041036,ok,
water_grid_0040,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.0846102199043,-4138.43307076435,,1.1394444000034127,ok,
water_grid_0041,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.0973407558259,-4138.779486294431,,1.1810820999962743,ok,
water_grid_0042,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.08737060959862,-4138.508184794511,,1.2276516999991145,ok,
water_grid_0043,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.06828036295224,-4137.988712719485,,1.5123140000068815,ok,
water_grid_0044,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.04628238820297,-4137.390117331954,,1.6690859000082128,ok,
water_grid_0045,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0239219281153,-4136.78165821587,,1.156972400000086,ok,
water_grid_0046,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.02321818032468,-4136.762508262919,,1.8502416999981506,ok,
water_grid_0047,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0223716568029,-4136.739473184402,,1.4924846000067191,ok,
water_grid_0048,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.0924564186982,-4138.646576710293,,1.2553748999926029,ok,
water_grid_0049,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.10291455965844,-4138.931157223377,,1.321348700003,ok,
water_grid_0050,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.09093405345814,-4138.605151041738,,1.2300428999878932,ok,
water_grid_0051,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.07009610182524,-4138.03812149128,,1.347219800009043,ok,
water_grid_0052,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.04658738156655,-4137.398416624173,,1.4249374000064563,ok,
water_grid_0053,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0232181803595,-4136.762508263867,,1.5120453999988968,ok,
water_grid_0054,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-151.9944585162882,-4135.979917936518,,1.1562493999954313,ok,
water_grid_0055,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-151.99969343333044,-4136.122367286121,,1.5056355999986408,ok,
water_grid_0056,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.09721314697762,-4138.776013880772,,1.0701619999890681,ok,
water_grid_0057,water,train,grid,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.10627008458323,-4139.0224657081635,,1.1633341999986442,ok,
water_grid_0058,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.09301639923456,-4138.661814556958,,1.1604810999997426,ok,
water_grid_0059,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.07105136011154,-4138.064115393474,,1.2188681000116048,ok,
water_grid_0060,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0465674366942,-4137.397873896547,,1.1897307000035653,ok,
water_grid_0061,water,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.02237165683832,-4136.739473185366,,1.4936358999984805,ok,
water_grid_0062,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-151.9996934333006,-4136.122367285308,,1.769280799999251,ok,
water_grid_0063,water,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-151.96531818050659,-4135.186969004227,,1.1765742999996291,ok,
water_jitter_0000,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.03919268496367,-4137.19719667874,,1.5588848000043072,ok,
water_jitter_0002,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.04238627488544,-4137.284098687613,,1.5661156999995,ok,
water_jitter_0003,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.08036796443278,-4138.31763311216,,1.4557950000016717,ok,
water_jitter_0004,water,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.07681273899726,-4138.220890499642,,1.3967803999985335,ok,
water_jitter_0005,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.08527384237323,-4138.451128851673,,1.4561561000009533,ok,
water_jitter_0006,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0849046894662,-4138.441083689337,,1.2207993000047281,ok,
water_jitter_0007,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0827238546498,-4138.381740150809,,1.1989256999950157,ok,
water_jitter_0008,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0247044310403,-4136.802951205201,,1.373178400011966,ok,
water_jitter_0009,water,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.0433568756014,-4137.310510078585,,1.6053639000019757,ok,
water_jitter_0011,water,train,jitter,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.11017438528935,-4139.128707142699,,1.1285047999990638,ok,
water_jitter_0012,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.07999647445416,-4138.307524354866,,1.2608480000053532,ok,
water_jitter_0013,water,train,jitter,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.0987190746298,-4138.8169922597735,,1.1003824999934295,ok,
water_jitter_0014,water,train,jitter,product_like,0,2,wb97x-d,jun-cc-pvdz,-152.1005720737578,-4138.86741493476,,1.0887640000000829,ok,
water_jitter_0016,water,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-152.07529247532895,-4138.179522017768,,1.2109615999943344,ok,
water_jitter_0017,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.0638797560088,-4137.868966104231,,1.2621309999958612,ok,
water_jitter_0018,water,train,jitter,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-152.09614402099808,-4138.746921480797,,1.2346305000100983,ok,
water_jitter_0020,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.09233997334235,-4138.643408070739,,1.219924599994556,ok,
water_jitter_0021,water,train,jitter,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-151.99016081945373,-4135.862971647987,,1.548042099995655,ok,
water_jitter_0023,water,train,jitter,off_path,0,2,wb97x-d,jun-cc-pvdz,-152.09733984754394,-4138.77946157882,,1.1462584999972023,ok,
formaldehyde_reactant_reference_0000,formaldehyde,train,reactant_reference,reactant_reference,0,2,wb97x-d,jun-cc-pvdz,-114.97804907741674,-3128.712103255751,,1.2146830999990925,ok,
formaldehyde_product_reference_0000,formaldehyde,train,product_reference,product_reference,0,2,wb97x-d,jun-cc-pvdz,-114.99627281082196,-3129.2079963042843,,1.0557170999964,ok,
formaldehyde_grid_0000,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.82852428018639,-3124.6433262449627,,1.284102100005839,ok,
formaldehyde_grid_0001,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.8491532936054,-3125.204670296981,,1.2615037999930792,ok,
formaldehyde_grid_0002,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.9282173269694,-3127.3561122470146,,1.2445239999942714,ok,
formaldehyde_grid_0003,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.94208213535128,-3127.733392903121,,1.2736735000071349,ok,
formaldehyde_grid_0004,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.95021793240265,-3127.9547792191047,,1.2993459999997867,ok,
formaldehyde_grid_0005,formaldehyde,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-114.95533916482655,-3128.094135052647,,1.2626556000031997,ok,
formaldehyde_grid_0006,formaldehyde,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-114.95879721920198,-3128.1882335059163,,1.3268168000067817,ok,
formaldehyde_grid_0007,formaldehyde,train,grid,reactant_like,0,2,wb97x-d,jun-cc-pvdz,-114.96128243749172,-3128.2558597407037,,1.3203976999939186,ok,
formaldehyde_grid_0008,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.86310342756599,-3125.584272780366,,1.4198771999945166,ok,
formaldehyde_grid_0009,formaldehyde,train,grid,off_path,0,2,wb97x-d,jun-cc-pvdz,-114.88201227337053,-3126.0988086870193,,1.3563538000016706,ok,
formaldehyde_grid_0010,formaldehyde,train,grid,transfer_region,0,2,wb97x-d,jun-cc-pvdz,-114.87987484513843,-3126.0406463018226,,1.3858824000053573,ok,
