geometry_id,system,split,sample_kind,region,charge,multiplicity,qm_method,qm_basis,qm_energy_hartree,qm_energy_eV,s2,wall_seconds,status,error
h3_dense_transfer_0008,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.659689388078349,-45.162448987367426,,0.40507230001094285,ok,
h3_dense_transfer_0009,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6600287205502746,-45.1716826943268,,0.41141550001339056,ok,
h3_dense_transfer_0010,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6603093045952344,-45.17931777514866,,0.40003999999316875,ok,
h3_dense_transfer_0011,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6605422941781727,-45.185657744681286,,0.40180510000209324,ok,
h3_dense_transfer_0012,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6607372377195937,-45.19096242868305,,0.41088440000021365,ok,
h3_dense_transfer_0013,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6609022431212688,-45.19545245440071,,0.4171378999890294,ok,
h3_dense_transfer_0014,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.661044161184385,-45.19931424163144,,0.41657000000122935,ok,
h3_dense_transfer_0015,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6611687718732868,-45.20270507121753,,0.39427669999713544,ok,
h3_dense_transfer_0016,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6612808878848588,-45.20575590331278,,0.4115383999887854,ok,
h3_dense_transfer_0017,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6613844147267725,-45.20857301219492,,0.4139030999940587,ok,
h3_dense_transfer_0018,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.661482515191529,-45.21124246183231,,0.40724909999698866,ok,
h3_dense_transfer_0019,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6615778154505338,-45.21383571398944,,0.4251918000081787,ok,
h3_dense_transfer_0020,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6616724286110487,-45.216410269244165,,0.4082053000020096,ok,
h3_dense_transfer_0021,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6617678700010354,-45.21900736177095,,0.45970030000898987,ok,
h3_dense_transfer_0022,h3,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-1.6618651826336805,-45.22165537340447,,0.49769970000488684,ok,
water_reactant_reference_0000,water,train,reactant_reference,reactant_reference,0,2,wb97x-d,jun-cc-pvdz,-152.10982603389817,-4139.119228018444,,1.050016000008327,ok,
water_product_reference_0000,water,train,product_reference,product_reference,0,2,wb97x-d,jun-cc-pvdz,-152.10982603390437,-4139.119228018612,,0.9905820999993011,ok,
water_dense_transfer_0000,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0614702692612,-4137.8034006296875,,1.43363529999624,ok,
water_dense_transfer_0001,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.06497033385193,-4137.898642239152,,1.2780954000045313,ok,
water_dense_transfer_0002,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.06810810981622,-4137.984025472869,,1.2377441999997245,ok,
water_dense_transfer_0003,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0709296821144,-4138.060804366496,,1.2426372000045376,ok,
water_dense_transfer_0004,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.07347527190723,-4138.130073393572,,1.2380422999995062,ok,
water_dense_transfer_0005,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.07577984568474,-4138.192784040764,,1.255178599996725,ok,
water_dense_transfer_0006,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.07787374128887,-4138.249761842807,,1.2372570000006817,ok,
water_dense_transfer_0007,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.07978334609888,-4138.30172483687,,1.4282049000030383,ok,
water_dense_transfer_0008,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08153162196763,-4138.349297846798,,1.2350647999992361,ok,
water_dense_transfer_0009,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08313843866853,-4138.393021556673,,1.2204504999972414,ok,
water_dense_transfer_0010,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08462071087467,-4138.433356238197,,1.2203060000028927,ok,
water_dense_transfer_0011,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0859922841064,-4138.47067864717,,1.2468809999991208,ok,
water_dense_transfer_0012,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08726464697952,-4138.505301404755,,1.234353399995598,ok,
water_dense_transfer_0013,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08189462853835,-4138.359175758805,,1.2481259000051068,ok,
water_dense_transfer_0014,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0838443888437,-4138.41223143956,,1.2210164999996778,ok,
water_dense_transfer_0015,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08569495616777,-4138.46258794179,,1.2220075000077486,ok,
water_dense_transfer_0016,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0874484475502,-4138.510302873076,,1.2296232999942731,ok,
water_dense_transfer_0017,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.08910662992196,-4138.5554243140605,,1.2141917000117246,ok,
water_dense_transfer_0018,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.09067240528148,-4138.598031232143,,1.2356107999949018,ok,
water_dense_transfer_0019,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.09214664987806,-4138.638147471282,,1.230041100003291,ok,
water_dense_transfer_0020,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0935313125838,-4138.675826062988,,1.2051806999952532,ok,
water_dense_transfer_0021,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.09483141474047,-4138.7112036449325,,1.2739719999954104,ok,
water_dense_transfer_0022,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.0960488947162,-4138.744332962799,,1.2295668000006117,ok,
water_dense_transfer_0023,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.09718483074568,-4138.775243356848,,1.2332166000123834,ok,
water_dense_transfer_0024,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.09824493343774,-4138.804090220661,,1.2375236000079894,ok,
water_dense_transfer_0025,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.09923359267117,-4138.830993008928,,1.1765623999963282,ok,
water_dense_transfer_0026,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.1001509242009,-4138.855954871499,,1.183504400003585,ok,
water_dense_transfer_0027,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.1010002501051,-4138.879066206727,,1.1697955999989063,ok,
water_dense_transfer_0028,water,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-152.10178903902099,-4138.900530246584,,1.2021678000019165,ok,
formaldehyde_reactant_reference_0000,formaldehyde,train,reactant_reference,reactant_reference,0,2,wb97x-d,jun-cc-pvdz,-114.97804907741677,-3128.712103255752,,1.4848205000016605,ok,
formaldehyde_product_reference_0000,formaldehyde,train,product_reference,product_reference,0,2,wb97x-d,jun-cc-pvdz,-114.99627281082195,-3129.2079963042843,,1.1365423999959603,ok,
formaldehyde_dense_transfer_0000,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97098406911141,-3128.5198545859234,,1.230937600004836,ok,
formaldehyde_dense_transfer_0001,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97167075175355,-3128.538540172527,,1.2894229999947129,ok,
formaldehyde_dense_transfer_0002,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97209831655822,-3128.550174803572,,1.2692280000046594,ok,
formaldehyde_dense_transfer_0003,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97230091992621,-3128.5556879220735,,1.2834746000007726,ok,
formaldehyde_dense_transfer_0004,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.9723091834698,-3128.55591278455,,1.2508310999983223,ok,
formaldehyde_dense_transfer_0005,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97215060464427,-3128.551597634878,,1.2762222999881487,ok,
formaldehyde_dense_transfer_0006,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97184990157773,-3128.543415087589,,1.3746610999951372,ok,
formaldehyde_dense_transfer_0007,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97142929903679,-3128.531969909391,,1.2918052000022726,ok,
formaldehyde_dense_transfer_0008,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97090877595848,-3128.5178057548574,,1.24537920000148,ok,
formaldehyde_dense_transfer_0009,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.97030627003053,-3128.501410733337,,1.256612800003495,ok,
formaldehyde_dense_transfer_0010,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.9696378602028,-3128.4832223753433,,1.3503427000105148,ok,
formaldehyde_dense_transfer_0011,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96891792417198,-3128.4636319179363,,1.2476828999933787,ok,
formaldehyde_dense_transfer_0012,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96815927604364,-3128.4429880506914,,1.232451099989703,ok,
formaldehyde_dense_transfer_0013,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96737329068587,-3128.4216002995377,,1.279020699992543,ok,
formaldehyde_dense_transfer_0014,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96657001928507,-3128.39974217119,,1.2916265999956522,ok,
formaldehyde_dense_transfer_0015,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96575829913344,-3128.3776541406205,,1.3289965000003576,ok,
formaldehyde_dense_transfer_0016,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.9649458407195,-3128.3555460209095,,1.256398600002285,ok,
formaldehyde_dense_transfer_0017,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96413930983397,-3128.333599197464,,1.285475900003803,ok,
formaldehyde_dense_transfer_0018,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96334443092006,-3128.311969440319,,1.2831951999978628,ok,
formaldehyde_dense_transfer_0019,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96256607361038,-3128.290789258928,,1.2788264999981038,ok,
formaldehyde_dense_transfer_0020,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96180830041197,-3128.2701691997395,,1.293662399999448,ok,
formaldehyde_dense_transfer_0021,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96107442588404,-3128.2501994565037,,1.3400282000075094,ok,
formaldehyde_dense_transfer_0022,formaldehyde,train,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-114.96036711840333,-3128.230952639451,,1.2984777000092436,ok,
methane_reactant_reference_0000,methane,holdout,reactant_reference,reactant_reference,0,2,wb97x-d,jun-cc-pvdz,-41.00438517431793,-1115.7861627576292,,0.8921421999984886,ok,
methane_product_reference_0000,methane,holdout,product_reference,product_reference,0,2,wb97x-d,jun-cc-pvdz,-40.98449463657577,-1115.2449136524867,,0.9963973999983864,ok,
methane_dense_transfer_0000,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.978583980572466,-1115.0840765090138,,1.2899556000047596,ok,
methane_dense_transfer_0001,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.979399709223046,-1115.1062736163965,,1.3308297999901697,ok,
methane_dense_transfer_0002,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97997225221836,-1115.1218533049846,,1.125960599994869,ok,
methane_dense_transfer_0003,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.980335754718226,-1115.1317447119097,,1.202116800006479,ok,
methane_dense_transfer_0004,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.98052073582294,-1115.1367783041985,,1.1982276999915484,ok,
methane_dense_transfer_0005,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.98055447580342,-1115.1376964158392,,1.136813399993116,ok,
methane_dense_transfer_0006,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.98046134047736,-1115.1351620745086,,1.1337094000045909,ok,
methane_dense_transfer_0007,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.98026305492357,-1115.1297664497174,,1.2233941000013147,ok,
methane_dense_transfer_0008,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.979978939398094,-1115.1220352724151,,1.277681899999152,ok,
methane_dense_transfer_0009,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.979626114642734,-1115.1124344217199,,1.2049552999960724,ok,
methane_dense_transfer_0010,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.979219688208,-1115.1013749950237,,1.2181786000001011,ok,
methane_dense_transfer_0011,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.9787729243434,-1115.0892179309435,,1.1815408000111347,ok,
methane_dense_transfer_0012,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.9782973983045,-1115.0762782082288,,1.2900527999881888,ok,
methane_dense_transfer_0013,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.977803142461504,-1115.0628288215808,,1.4197908000060124,ok,
methane_dense_transfer_0014,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97729879394087,-1115.0491047991832,,1.31027929999982,ok,
methane_dense_transfer_0015,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.976791726829084,-1115.0353068001518,,1.314324499995564,ok,
methane_dense_transfer_0016,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97628815947525,-1115.0216040343857,,1.3631053999997675,ok,
methane_dense_transfer_0017,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.975793269115364,-1115.0081373816533,,1.3405865999957314,ok,
methane_dense_transfer_0018,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97531132947958,-1114.995023136077,,1.292203499993775,ok,
methane_dense_transfer_0019,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.974845817144335,-1114.9823559001202,,1.3060247999965213,ok,
methane_dense_transfer_0020,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97439946113097,-1114.9702099342373,,1.2856157999922289,ok,
methane_dense_transfer_0021,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97397431189672,-1114.958641034212,,1.2505285999941407,ok,
methane_dense_transfer_0022,methane,holdout,dense_transfer_scan,transfer_microscope,0,2,wb97x-d,jun-cc-pvdz,-40.97357187850467,-1114.9476902637427,,1.2759094999928493,ok,
