geometry_id,system,split,sample_kind,region,base_energy_eV,base_force_max_eV_per_angstrom,qm_include,selection_reason
h3_grid_0040,h3,train,grid,off_path,-4.479156381183492,1.6830518727720725,yes,included
h3_grid_0041,h3,train,grid,off_path,-4.361411027530087,2.6907571309943314,yes,included
h3_grid_0042,h3,train,grid,transfer_region,-3.3247077827859153,19.666426477971438,yes,included
h3_grid_0043,h3,train,grid,transfer_region,-0.3753260149596572,12.951113315507849,yes,included
h3_grid_0044,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0045,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0046,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0047,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0048,h3,train,grid,product_like,-4.479156381183492,1.6830518727720725,yes,included
h3_grid_0049,h3,train,grid,product_like,-4.361411027261012,2.6907571328518802,yes,included
h3_grid_0050,h3,train,grid,transfer_region,-3.324707780819271,19.666426493049894,yes,included
h3_grid_0051,h3,train,grid,transfer_region,-0.3753260149596572,12.951113315507849,yes,included
h3_grid_0052,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0053,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0054,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0055,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0056,h3,train,grid,product_like,-4.4791563811834925,1.6830518727720618,yes,included
h3_grid_0057,h3,train,grid,product_like,-4.36141102726101,2.6907571328518802,yes,included
h3_grid_0058,h3,train,grid,transfer_region,-3.3247077827859104,19.66642647797147,yes,included
h3_grid_0059,h3,train,grid,transfer_region,-0.37532601495965395,12.951113315507794,yes,included
h3_grid_0060,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0061,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0062,h3,train,grid,off_path,0.0,0.0,yes,included
h3_grid_0063,h3,train,grid,off_path,0.0,0.0,yes,included
h3_jitter_0000,h3,train,jitter,reactant_like,-4.477711356966941,1.4434738695955414,yes,included
h3_jitter_0001,h3,train,jitter,transfer_region,-0.2596652074071462,10.855236189374292,yes,included
h3_jitter_0002,h3,train,jitter,transfer_region,-9.366439078419818e-05,0.20157964658385438,yes,included
h3_jitter_0003,h3,train,jitter,off_path,0.0,0.0,yes,included
h3_jitter_0004,h3,train,jitter,off_path,0.0,0.0,yes,included
h3_jitter_0005,h3,train,jitter,off_path,0.0,0.0,yes,included
h3_jitter_0006,h3,train,jitter,off_path,0.0,0.0,yes,included
h3_jitter_0007,h3,train,jitter,transfer_region,-4.50782342012962,0.5679166343928301,yes,included
h3_jitter_0008,h3,train,jitter,reactant_like,-4.4538510393215685,1.8190991367768274,yes,included
h3_jitter_0009,h3,train,jitter,product_like,-4.381767350235258,2.542218837643537,yes,included
h3_jitter_0010,h3,train,jitter,off_path,-3.8137945886620943,32.03388351134751,yes,included
h3_jitter_0011,h3,train,jitter,off_path,0.0,0.0,yes,included
h3_jitter_0012,h3,train,jitter,off_path,-3.6540722106602765,16.24688850609096,yes,included
h3_jitter_0013,h3,train,jitter,transfer_region,-2.5653678539597347,22.95510937426162,yes,included
h3_jitter_0014,h3,train,jitter,off_path,-1.1639910478442248,20.696249442856768,yes,included
h3_jitter_0015,h3,train,jitter,off_path,0.0,0.0,yes,included
h3_jitter_0016,h3,train,jitter,transfer_region,-0.14654046513254734,8.182134530588854,yes,included
h3_jitter_0017,h3,train,jitter,transfer_region,0.0,0.0,yes,included
h3_jitter_0018,h3,train,jitter,transfer_region,-0.22890648671851305,10.206642634104824,yes,included
h3_jitter_0019,h3,train,jitter,off_path,-4.512463515728782,0.10783363719145456,yes,included
h3_jitter_0020,h3,train,jitter,off_path,-0.0036338307189294743,1.2637823889639417,yes,included
h3_jitter_0021,h3,train,jitter,transfer_region,-3.9478212504581576,10.275864223119182,yes,included
h3_jitter_0022,h3,train,jitter,transfer_region,-4.189449904177617,3.5294557666376942,yes,included
h3_jitter_0023,h3,train,jitter,transfer_region,-0.6645361095337303,12.828340245588565,yes,included
water_reactant_reference_0000,water,train,reactant_reference,reactant_reference,-15.151074770159095,1.6767316312345555,yes,included
water_product_reference_0000,water,train,product_reference,product_reference,-15.151074770159095,1.6767316312345568,yes,included
water_grid_0000,water,train,grid,transfer_region,14.414902621777149,86.99913237968421,no,stress_only_force_gt_50_eV_per_A
water_grid_0001,water,train,grid,transfer_region,10.814603198028978,59.40991119473508,no,stress_only_force_gt_50_eV_per_A
water_grid_0002,water,train,grid,off_path,1.2077438722735638,84.76442920180392,no,stress_only_force_gt_50_eV_per_A
water_grid_0003,water,train,grid,off_path,-8.891161666618597,74.24732156797761,no,stress_only_force_gt_50_eV_per_A
water_grid_0004,water,train,grid,reactant_like,-14.853512021471428,16.274230619072142,yes,included
water_grid_0005,water,train,grid,reactant_like,-15.188998594541788,2.517050313852128,yes,included
water_grid_0006,water,train,grid,reactant_like,-15.188998594541788,2.517050313852128,yes,included
water_grid_0007,water,train,grid,reactant_like,-15.188998594541788,2.517050313852128,yes,included
water_grid_0008,water,train,grid,transfer_region,10.814603198028975,59.40991119473508,no,stress_only_force_gt_50_eV_per_A
water_grid_0009,water,train,grid,transfer_region,-0.3770548638161957,78.49338725684956,no,stress_only_force_gt_50_eV_per_A
water_grid_0010,water,train,grid,transfer_region,-8.24270540383538,38.710243117000836,yes,included
water_grid_0011,water,train,grid,off_path,-12.233231401462328,33.84789401578268,yes,included
water_grid_0012,water,train,grid,reactant_like,-15.17274752137547,8.809779454758386,yes,included
water_grid_0013,water,train,grid,reactant_like,-15.039030186499849,4.121722291126234,yes,included
water_grid_0014,water,train,grid,reactant_like,-15.039030186499849,4.121722291126234,yes,included
water_grid_0015,water,train,grid,reactant_like,-15.039030186499849,4.121722291126234,yes,included
water_grid_0016,water,train,grid,off_path,1.2077438695200757,84.76442920240554,no,stress_only_force_gt_50_eV_per_A
water_grid_0017,water,train,grid,transfer_region,-8.24270540383538,38.710243117000836,yes,included
water_grid_0018,water,train,grid,transfer_region,-10.746926924146136,2.2740619801277324,yes,included
water_grid_0019,water,train,grid,transfer_region,-11.866444696049607,32.754547008312045,yes,included
water_grid_0020,water,train,grid,off_path,-14.6428166085622,11.182344867533514,yes,included
water_grid_0021,water,train,grid,off_path,-14.50909927368658,6.4851831549437335,yes,included
water_grid_0022,water,train,grid,off_path,-14.50909927368658,6.4851831549437335,yes,included
water_grid_0023,water,train,grid,off_path,-14.509099273686582,6.4851831549437335,yes,included
water_grid_0024,water,train,grid,off_path,-8.891161666618586,74.24732156797765,no,stress_only_force_gt_50_eV_per_A
water_grid_0025,water,train,grid,off_path,-12.233231401462326,33.847894015782686,yes,included
water_grid_0026,water,train,grid,transfer_region,-11.866444692780394,32.754546993565064,yes,included
water_grid_0027,water,train,grid,transfer_region,-12.446401243867573,18.494042682234177,yes,included
water_grid_0028,water,train,grid,transfer_region,-13.90309838261875,10.657940086158737,yes,included
water_grid_0029,water,train,grid,off_path,-13.100613293059812,19.757384152702365,yes,included
water_grid_0030,water,train,grid,off_path,-13.100613293059814,19.757384152702365,yes,included
water_grid_0031,water,train,grid,off_path,-13.100613293059812,19.757384152702365,yes,included
water_grid_0032,water,train,grid,product_like,-14.85351202147143,16.274230619072146,yes,included
water_grid_0033,water,train,grid,product_like,-15.172747521375468,8.809779454758326,yes,included
water_grid_0034,water,train,grid,off_path,-14.642816608562201,11.182344867533455,yes,included
water_grid_0035,water,train,grid,transfer_region,-13.90309838261875,10.657940086158732,yes,included
water_grid_0036,water,train,grid,transfer_region,-11.856228841142888,13.335678121512741,yes,included
water_grid_0037,water,train,grid,transfer_region,-11.043303081941977,11.992044409595257,yes,included
water_grid_0038,water,train,grid,off_path,-11.043303081941975,11.992044409595257,yes,included
water_grid_0039,water,train,grid,off_path,-11.043303081941975,11.992044409595257,yes,included
water_grid_0040,water,train,grid,product_like,-15.18899859454179,2.5170503138521285,yes,included
water_grid_0041,water,train,grid,product_like,-15.039030186768693,4.1217222881851185,yes,included
water_grid_0042,water,train,grid,off_path,-14.509099273686578,6.48518315494374,yes,included
water_grid_0043,water,train,grid,off_path,-13.100613293059807,19.75738415270236,yes,included
water_grid_0044,water,train,grid,transfer_region,-11.04330308314103,11.99204441851703,yes,included
water_grid_0045,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710265e-09,yes,included
water_grid_0046,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710265e-09,yes,included
water_grid_0047,water,train,grid,off_path,-10.313867233248688,1.8515393662710265e-09,yes,included
water_grid_0048,water,train,grid,product_like,-15.18899859454179,2.5170503138521285,yes,included
water_grid_0049,water,train,grid,product_like,-15.039030186499847,4.121722291126239,yes,included
water_grid_0050,water,train,grid,off_path,-14.509099273175508,6.485183155885479,yes,included
water_grid_0051,water,train,grid,off_path,-13.100613293177346,19.757384152576265,yes,included
water_grid_0052,water,train,grid,off_path,-11.043303081941975,11.992044409595257,yes,included
water_grid_0053,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710265e-09,yes,included
water_grid_0054,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710265e-09,yes,included
water_grid_0055,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710269e-09,yes,included
water_grid_0056,water,train,grid,product_like,-15.18899859454179,2.5170503138521214,yes,included
water_grid_0057,water,train,grid,product_like,-15.03903018649985,4.1217222911262335,yes,included
water_grid_0058,water,train,grid,off_path,-14.50909927381916,6.485183154295535,yes,included
water_grid_0059,water,train,grid,off_path,-13.100613293059812,19.757384152702365,yes,included
water_grid_0060,water,train,grid,off_path,-11.043303081941975,11.992044409595282,yes,included
water_grid_0061,water,train,grid,off_path,-10.313867233248688,1.8515393662710265e-09,yes,included
water_grid_0062,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710269e-09,yes,included
water_grid_0063,water,train,grid,transfer_region,-10.313867233248688,1.8515393662710265e-09,yes,included
water_jitter_0000,water,train,jitter,off_path,-10.77380401965588,10.312141615895577,yes,included
water_jitter_0001,water,train,jitter,off_path,-1.2052827826421475,81.21415958772896,no,stress_only_force_gt_50_eV_per_A
water_jitter_0002,water,train,jitter,off_path,-10.888844232190456,11.110452522417544,yes,included
water_jitter_0003,water,train,jitter,off_path,-12.478334616505911,33.03917718366409,yes,included
water_jitter_0004,water,train,jitter,transfer_region,-10.604682592030727,2.516165363614793,yes,included
water_jitter_0005,water,train,jitter,off_path,-14.74920908700105,6.732473717153368,yes,included
water_jitter_0006,water,train,jitter,off_path,-12.583281719499773,37.46753612271842,yes,included
water_jitter_0007,water,train,jitter,off_path,-14.292358600098321,8.003922536384618,yes,included
water_jitter_0008,water,train,jitter,off_path,-10.306450611301187,0.7127580019018261,yes,included
water_jitter_0009,water,train,jitter,transfer_region,-10.952314068390388,9.218401958793507,yes,included
water_jitter_0010,water,train,jitter,transfer_region,-6.020632075942231,55.48591963576906,no,stress_only_force_gt_50_eV_per_A
water_jitter_0011,water,train,jitter,reactant_like,-15.150878308257791,3.0902888888512563,yes,included
water_jitter_0012,water,train,jitter,off_path,-14.114052924402182,10.715900016181568,yes,included
water_jitter_0013,water,train,jitter,reactant_like,-14.99819583113447,4.159868409584697,yes,included
water_jitter_0014,water,train,jitter,product_like,-15.153295123648109,2.488734333372873,yes,included
water_jitter_0015,water,train,jitter,transfer_region,17.66626402941484,142.8249521123829,no,stress_only_force_gt_50_eV_per_A
water_jitter_0016,water,train,jitter,transfer_region,-10.446856069605317,7.522318602760309,yes,included
water_jitter_0017,water,train,jitter,off_path,-12.206332768260433,18.41155599729019,yes,included
water_jitter_0018,water,train,jitter,reactant_like,-15.10201518565419,5.159596432297517,yes,included
water_jitter_0019,water,train,jitter,off_path,-6.6746667086810465,51.91929685197407,no,stress_only_force_gt_50_eV_per_A
water_jitter_0020,water,train,jitter,off_path,-14.572970493848523,6.663645424639425,yes,included
water_jitter_0021,water,train,jitter,transfer_region,-10.297918951473038,1.165529725262413,yes,included
water_jitter_0022,water,train,jitter,off_path,-4.450922742569206,66.92018596841847,no,stress_only_force_gt_50_eV_per_A
water_jitter_0023,water,train,jitter,off_path,-14.616040740531771,6.374086123580598,yes,included
formaldehyde_reactant_reference_0000,formaldehyde,train,reactant_reference,reactant_reference,-15.278360339065305,0.5909819377291787,yes,included
formaldehyde_product_reference_0000,formaldehyde,train,product_reference,product_reference,-15.71694615227051,2.1916024948796298,yes,included
formaldehyde_grid_0000,formaldehyde,train,grid,off_path,-11.308545605953702,17.685056259683208,yes,included
formaldehyde_grid_0001,formaldehyde,train,grid,off_path,-11.875626716079175,4.048300550158939,yes,included
formaldehyde_grid_0002,formaldehyde,train,grid,off_path,-11.497616529736737,6.441371024480315,yes,included
formaldehyde_grid_0003,formaldehyde,train,grid,off_path,-15.007873263763043,23.164007126814422,yes,included
formaldehyde_grid_0004,formaldehyde,train,grid,off_path,-15.173206679646825,2.6630430635815263,yes,included
formaldehyde_grid_0005,formaldehyde,train,grid,reactant_like,-15.173206679646825,2.6630430635815263,yes,included
formaldehyde_grid_0006,formaldehyde,train,grid,reactant_like,-15.173206679646825,2.6630430635815263,yes,included
formaldehyde_grid_0007,formaldehyde,train,grid,reactant_like,-15.173206679646825,2.6630430635815263,yes,included
formaldehyde_grid_0008,formaldehyde,train,grid,off_path,-11.812283940811312,5.249247813094792,yes,included
formaldehyde_grid_0009,formaldehyde,train,grid,off_path,-11.960523521094387,1.3916448793119507,yes,included
formaldehyde_grid_0010,formaldehyde,train,grid,transfer_region,-11.582513334678204,3.789257908041938,yes,included
formaldehyde_grid_0011,formaldehyde,train,grid,transfer_region,-15.092770067477002,24.090026736018473,yes,included
formaldehyde_grid_0012,formaldehyde,train,grid,transfer_region,-15.25810348458829,1.2424897462168611,yes,included
formaldehyde_grid_0013,formaldehyde,train,grid,reactant_like,-15.25810348458829,1.2424897462168611,yes,included
formaldehyde_grid_0014,formaldehyde,train,grid,reactant_like,-15.25810348458829,1.2424897462168611,yes,included
formaldehyde_grid_0015,formaldehyde,train,grid,reactant_like,-15.25810348458829,1.2424897462168611,yes,included
formaldehyde_grid_0016,formaldehyde,train,grid,off_path,-11.568559284064623,6.957986669285093,yes,included
formaldehyde_grid_0017,formaldehyde,train,grid,off_path,-11.716798864273953,2.8901569793591606,yes,included
formaldehyde_grid_0018,formaldehyde,train,grid,transfer_region,-11.338788677931515,3.789257908041938,yes,included
formaldehyde_grid_0019,formaldehyde,train,grid,transfer_region,-14.84904541269473,25.80126451159421,yes,included
formaldehyde_grid_0020,formaldehyde,train,grid,transfer_region,-15.014378827841599,2.8901569793591606,yes,included
formaldehyde_grid_0021,formaldehyde,train,grid,off_path,-15.014378827841599,2.8901569793591606,yes,included
formaldehyde_grid_0022,formaldehyde,train,grid,off_path,-15.014378827841599,2.8901569793591606,yes,included
formaldehyde_grid_0023,formaldehyde,train,grid,off_path,-15.014378827841599,2.8901569793591606,yes,included
formaldehyde_grid_0024,formaldehyde,train,grid,off_path,-11.346511688300271,8.234331845382203,yes,included
formaldehyde_grid_0025,formaldehyde,train,grid,off_path,-11.494751268280808,9.830536920409711,yes,included
formaldehyde_grid_0026,formaldehyde,train,grid,transfer_region,-11.116741081617022,12.227664391774336,yes,included
formaldehyde_grid_0027,formaldehyde,train,grid,transfer_region,-14.520980572931341,21.889695018512548,yes,included
formaldehyde_grid_0028,formaldehyde,train,grid,transfer_region,-14.591098904675357,5.965349121100451,yes,included
formaldehyde_grid_0029,formaldehyde,train,grid,off_path,-14.591098904675357,5.965349121100451,yes,included
formaldehyde_grid_0030,formaldehyde,train,grid,off_path,-14.591098904675357,5.965349121100451,yes,included
formaldehyde_grid_0031,formaldehyde,train,grid,off_path,-14.591098904675357,5.965349121100451,yes,included
formaldehyde_grid_0032,formaldehyde,train,grid,product_like,-14.331617155018849,25.591750095438005,yes,included
formaldehyde_grid_0033,formaldehyde,train,grid,product_like,-14.479856735183906,26.659949195331283,yes,included
formaldehyde_grid_0034,formaldehyde,train,grid,transfer_region,-14.10184654856439,29.057550175654278,yes,included
formaldehyde_grid_0035,formaldehyde,train,grid,transfer_region,-14.758640759516782,11.134202789554934,yes,included
formaldehyde_grid_0036,formaldehyde,train,grid,transfer_region,-13.139814873231838,14.308603017140939,yes,included
formaldehyde_grid_0037,formaldehyde,train,grid,off_path,-13.139814873231838,14.308603017140939,yes,included
formaldehyde_grid_0038,formaldehyde,train,grid,off_path,-13.139814873231838,14.308603017140939,yes,included
formaldehyde_grid_0039,formaldehyde,train,grid,off_path,-13.139814873231838,14.308603017140939,yes,included
formaldehyde_grid_0040,formaldehyde,train,grid,product_like,-15.764971630653141,5.92663691314389,yes,included
formaldehyde_grid_0041,formaldehyde,train,grid,product_like,-15.91321121086247,1.3916448807581663,yes,included
formaldehyde_grid_0042,formaldehyde,train,grid,transfer_region,-15.53520102452003,3.7892579080419395,yes,included
formaldehyde_grid_0043,formaldehyde,train,grid,transfer_region,-13.336751277306396,23.33413267300428,yes,included
formaldehyde_grid_0044,formaldehyde,train,grid,transfer_region,-11.596762901416342,8.16882771083373,yes,included
formaldehyde_grid_0045,formaldehyde,train,grid,off_path,-11.596762901416342,8.16882771083373,yes,included
formaldehyde_grid_0046,formaldehyde,train,grid,off_path,-11.596762901416342,8.16882771083373,yes,included
formaldehyde_grid_0047,formaldehyde,train,grid,off_path,-11.596762901416342,8.16882771083373,yes,included
formaldehyde_grid_0048,formaldehyde,train,grid,product_like,-15.536499035524422,4.3174504231728115,yes,included
formaldehyde_grid_0049,formaldehyde,train,grid,product_like,-15.684738615504957,2.1916024948796298,yes,included
formaldehyde_grid_0050,formaldehyde,train,grid,transfer_region,-15.306728429162519,3.789257908041938,yes,included
formaldehyde_grid_0051,formaldehyde,train,grid,transfer_region,-12.927758252395074,22.85238655860382,yes,included
formaldehyde_grid_0052,formaldehyde,train,grid,transfer_region,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0053,formaldehyde,train,grid,off_path,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0054,formaldehyde,train,grid,off_path,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0055,formaldehyde,train,grid,off_path,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0056,formaldehyde,train,grid,product_like,-15.536499035524418,4.317450423172809,yes,included
formaldehyde_grid_0057,formaldehyde,train,grid,product_like,-15.684738615504957,2.1916024948796298,yes,included
formaldehyde_grid_0058,formaldehyde,train,grid,transfer_region,-15.30672842896172,3.789257908569038,yes,included
formaldehyde_grid_0059,formaldehyde,train,grid,transfer_region,-12.927758250457085,22.85238655432323,yes,included
formaldehyde_grid_0060,formaldehyde,train,grid,transfer_region,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0061,formaldehyde,train,grid,off_path,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0062,formaldehyde,train,grid,off_path,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_grid_0063,formaldehyde,train,grid,off_path,-11.204318579072606,2.1916024948796298,yes,included
formaldehyde_jitter_0000,formaldehyde,train,jitter,product_like,-14.932656140068296,22.94466257284968,yes,included
formaldehyde_jitter_0001,formaldehyde,train,jitter,product_like,-15.447996525071279,3.4671586966320684,yes,included
formaldehyde_jitter_0002,formaldehyde,train,jitter,off_path,-14.809027005993016,6.362937198645456,yes,included
formaldehyde_jitter_0003,formaldehyde,train,jitter,product_like,-15.463763695768463,2.5630172399891524,yes,included
formaldehyde_jitter_0004,formaldehyde,train,jitter,product_like,-14.375931718112414,27.830822173066966,yes,included
formaldehyde_jitter_0005,formaldehyde,train,jitter,product_like,-12.757306546037325,26.891797079606754,yes,included
formaldehyde_jitter_0006,formaldehyde,train,jitter,product_like,-12.88619040418675,28.399202821942204,yes,included
formaldehyde_jitter_0007,formaldehyde,train,jitter,off_path,-11.177602053884451,4.15276694081382,yes,included
formaldehyde_jitter_0008,formaldehyde,train,jitter,off_path,-11.912694603979531,3.435275253429468,yes,included
formaldehyde_jitter_0009,formaldehyde,train,jitter,off_path,-14.600342502886583,4.696418374014908,yes,included
formaldehyde_jitter_0010,formaldehyde,train,jitter,transfer_region,-12.80477819968969,27.061192426540977,yes,included
formaldehyde_jitter_0011,formaldehyde,train,jitter,off_path,-11.197352637420241,5.085241655272839,yes,included
formaldehyde_jitter_0012,formaldehyde,train,jitter,transfer_region,-14.903679943244601,5.549395247625616,yes,included
formaldehyde_jitter_0013,formaldehyde,train,jitter,transfer_region,-11.11244614471652,4.014780127425288,yes,included
formaldehyde_jitter_0014,formaldehyde,train,jitter,off_path,-14.841730558151742,2.888135778411394,yes,included
formaldehyde_jitter_0015,formaldehyde,train,jitter,off_path,-12.012364239594078,11.009848374285093,yes,included
formaldehyde_jitter_0016,formaldehyde,train,jitter,transfer_region,-15.191535250661715,6.838821529667033,yes,included
formaldehyde_jitter_0017,formaldehyde,train,jitter,off_path,-11.47643560934925,3.3657002497661472,yes,included
formaldehyde_jitter_0018,formaldehyde,train,jitter,transfer_region,-15.002276199865625,4.20777191951242,yes,included
formaldehyde_jitter_0019,formaldehyde,train,jitter,off_path,-12.128248469821523,11.654247456728323,yes,included
formaldehyde_jitter_0020,formaldehyde,train,jitter,off_path,-11.709694156139445,19.452447542676946,yes,included
formaldehyde_jitter_0021,formaldehyde,train,jitter,product_like,-15.556631134553898,2.6606470097746815,yes,included
formaldehyde_jitter_0022,formaldehyde,train,jitter,transfer_region,-13.870475563736035,15.077205250877933,yes,included
formaldehyde_jitter_0023,formaldehyde,train,jitter,off_path,-14.559897076248614,3.3651019961967097,yes,included
methane_reactant_reference_0000,methane,holdout,reactant_reference,reactant_reference,-18.182950505049767,0.11656616129668862,yes,included
methane_product_reference_0000,methane,holdout,product_reference,product_reference,-18.127770065517772,0.6617167972363673,yes,included
methane_grid_0000,methane,holdout,grid,off_path,-14.617406476693365,10.900623518804672,yes,included
methane_grid_0001,methane,holdout,grid,off_path,-14.758176624055647,4.590369797411446,yes,included
methane_grid_0002,methane,holdout,grid,off_path,-14.380166437644547,6.987982824963982,yes,included
methane_grid_0003,methane,holdout,grid,off_path,-17.89042317136926,23.164007134986132,yes,included
methane_grid_0004,methane,holdout,grid,off_path,-18.055756587618077,3.314952320134311,yes,included
methane_grid_0005,methane,holdout,grid,reactant_like,-18.055756587618077,3.314952320134311,yes,included
methane_grid_0006,methane,holdout,grid,reactant_like,-18.055756587618077,3.314952320134311,yes,included
methane_grid_0007,methane,holdout,grid,reactant_like,-18.055756587618077,3.314952320134311,yes,included
methane_grid_0008,methane,holdout,grid,off_path,-14.712628260434542,5.435618660758266,yes,included
methane_grid_0009,methane,holdout,grid,off_path,-14.860867840524929,1.3916448806559512,yes,included
methane_grid_0010,methane,holdout,grid,transfer_region,-14.482857654113829,3.78925790820848,yes,included
methane_grid_0011,methane,holdout,grid,transfer_region,-17.993114387838542,24.28217537111125,yes,included
methane_grid_0012,methane,holdout,grid,transfer_region,-18.158447804087363,1.1181682361251184,yes,included
methane_grid_0013,methane,holdout,grid,reactant_like,-18.158447804087363,1.1181682361251184,yes,included
methane_grid_0014,methane,holdout,grid,reactant_like,-18.158447804087363,1.1181682361251184,yes,included
methane_grid_0015,methane,holdout,grid,reactant_like,-18.158447804087363,1.1181682361251184,yes,included
methane_grid_0016,methane,holdout,grid,off_path,-14.417818797747302,7.50601435310746,yes,included
methane_grid_0017,methane,holdout,grid,off_path,-14.566058377698525,3.0723365250954897,yes,included
methane_grid_0018,methane,holdout,grid,transfer_region,-14.188048191047663,3.7892579092031613,yes,included
methane_grid_0019,methane,holdout,grid,transfer_region,-17.698304927467696,26.35257101160626,yes,included
methane_grid_0020,methane,holdout,grid,transfer_region,-17.86363834140012,3.1885639284742986,yes,included
methane_grid_0021,methane,holdout,grid,off_path,-17.86363834140012,3.1885639284742986,yes,included
methane_grid_0022,methane,holdout,grid,off_path,-17.86363834140012,3.1885639284742986,yes,included
